"","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-2_12.RCC","20201201_30102534601221-01_P0092 D3 IFNy(100ng-mL)-1_06.RCC","20201202_30102534611221-01_P0092 D3 IFNy(100ng-mL)-3_06.RCC","20201201_30102534601221-01_P0092 D0 Control-3_03.RCC","20201201_30102534601221-01_P0092 D0 Control-1_01.RCC","20201201_30102534601221-01_P0092 D0 Control-2_02.RCC","20201201_30102534601221-01_P0092 D3 IgG1(250ug-mL)-1_04.RCC","20201201_30102534601221-01_P0092 D3 NMC1(30ug-mL)-1_07.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-2_11.RCC","20201201_30102534601221-01_P0092 D3 NMC2(100ug-mL)-1_09.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-3_09.RCC","20201201_30102534601221-01_P0092 D3 aPD1(250ug-mL)-1_05.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-2_01.RCC","20201202_30102534611221-01_P0092 D3 IgG1(250ug-mL)-3_04.RCC","20201202_30102534611221-01_P0092 D3 Control-2_11.RCC","20201202_30102534611221-01_P0092 D3 Control-1_10.RCC","20201202_30102534611221-01_P0092 D3 NMC1(30ug-mL)-3_07.RCC","20201202_30102534611221-01_P0092 D3 aPD1(250ug-mL)-3_05.RCC","20201202_30102534611221-01_P0092 D3 Control-3_12.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-3_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(100ug-mL)-2_03.RCC","20201201_30102534601221-01_P0092 D3 NMC2(30ug-mL)-1_08.RCC","20201202_30102534611221-01_P0092 D3 NMC2(30ug-mL)-2_02.RCC","20210112_30102534301221-01_P0090-12 D3 IFNy 100ng]mL_03.RCC","20210112_30102534301221-01_P0090-10 D3 NMC2 30ug]mL_01.RCC","20210108_P0090_D3_IFNg_100ngml(2).RCC","20210108_P0090_D3_NMC2_100ugml(2).RCC","20210108_P0090_D3_NMC2_30ugml(1).RCC","20210108_P0090_D3_IgG1_100ugml(2).RCC","20210108_P0090_D3_IgG1_100ugml(1).RCC","20210108_P0090_D3_NMC2_30ugml(2).RCC","20210108_P0090_D3_NMC2_100ugml(1).RCC","20210108_P0090_D0_Control(3).RCC","20210108_P0090_D0_Control(1).RCC","20210108_P0090_D0_Control(2).RCC","20210112_30102534301221-01_P0090-11 D3 NMC2 100ug]mL_02.RCC","20210108_P0090_D3_IFNg_100ngml(1).RCC","20210108_P0090_D3_IgG1_100ugml(3).RCC"
"STK11IP - mRNA",4.28491346937859,4.17112698690101,4.33093386776487,3.22754347715212,4.40155456201014,4.41333946271721,3.51076992682067,3.81345912008866,4.00319788362317,3.6736857632649,4.33969845851316,3.77884282319957,4.05162015781076,4.04342202752782,4.42404364402674,4.59291982146445,3.92395855542951,4.12105553054116,4.26652061062843,4.20372495845441,4.16157275361933,4.0848124687923,4.23100754040594,2.91043833744184,7.0141390064226,6.89616839058949,3.93411062164778,6.2880937176994,6.44166612882918,5.71197336704466,6.62238556336083,6.25227201973404,4.41174369862063,6.17532035786089,5.49470437652837,3.22973526082972,7.03553360651072,7.18480165946758
"TNFSF18 - mRNA",4.74434491981263,4.96759355884128,4.26418427134966,3.22754347715212,4.22098227086078,4.32022998159229,3.87334006245828,3.62081405680549,3.25200336261259,5.11279615633633,4.29787818432355,3.97666653322892,4.37354820049859,3.86055981959543,4.49443289191161,4.52878945687126,4.36756522926948,4.3435384406943,4.56269241382217,4.20372495845441,4.12022759048781,4.77553011307952,4.73548009807752,7.06235335451556,2.54527724159701,6.95275191522904,3.93411062164778,6.99858706768376,6.05833745175314,6.29693580354497,6.83997694103187,6.61905427315769,4.41174369862063,4.42126935699206,6.20840018434808,6.95478275142539,4.09524779768106,6.86287351252155
"ROR2 - mRNA",4.60684151986029,3.8300900904214,4.26418427134966,3.22754347715212,4.63601975079892,3.8336006574892,4.0957324697315,3.28005479309131,3.25200336261259,4.21009339032103,4.16461172207533,4.27622678645075,4.28428077207039,3.86055981959543,4.00247237281457,4.46167529672643,4.32449647349221,4.12105553054116,4.26652061062843,4.32306441882038,4.12022759048781,4.60888013402204,4.47716808549576,8.17783070977035,2.54527724159701,4.26985221203887,6.54497127736634,6.95794514185333,6.57916963145516,6.8204977372643,7.05410181716721,7.09180741879068,6.5818803793564,6.12951665279282,6.09877569009304,7.05431846916995,4.09524779768106,7.56331324687139
"CSF3R - mRNA",4.28491346937859,3.76837321281131,4.26418427134966,4.91160904393459,3.62067906837731,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.68653145375125,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.18957829155812,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.64731579047093,2.54527724159701,6.77587416529762,7.05954449345743,6.95794514185333,6.57916963145516,6.46686086207248,6.28358366584438,6.7322649522835,6.14375920963854,5.98267525710405,6.09877569009304,6.95478275142539,4.09524779768106,7.38643550037423
"TLR8 - mRNA",4.1918040008456,4.62363917003772,4.26418427134966,3.22754347715212,4.22098227086078,4.87277105057906,3.40385477158455,3.28005479309131,3.25200336261259,4.14596311313458,3.58216372449965,3.92008307450792,3.91440445965446,3.86055981959543,4.18957829155812,4.02355424136128,3.80366422253074,4.38418032057216,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.1970600969004,7.28474574501116,2.54527724159701,4.26985221203887,3.93411062164778,6.41362469670674,6.44166612882918,5.1042908199679,5.71968273797587,6.00434444005032,5.77452547988911,5.98267525710405,6.09877569009304,7.05431846916995,7.03553360651072,3.91156206901603
"CD5 - mRNA",3.98535323875698,3.8300900904214,4.26418427134966,4.20111573085002,4.22098227086078,5.05719554687061,3.28837746329454,3.39842165501467,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,4.11375199925841,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.79931897890579,2.54527724159701,7.2065085510545,7.43805614000572,6.73555272051688,6.39275645051219,5.46686086207248,5.95100825062212,5.91123507161777,6.64899462176469,6.38477373643857,6.34270122620049,7.31735285148549,7.62049604858206,7.56331324687139
"IFNG - mRNA",3.60684157906784,4.09312447934879,4.42404337520478,4.44212381225332,4.01453133388349,5.16822679185429,3.15322408847478,3.28005479309131,3.25200336261259,4.07884889787317,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,4.03498986429794,4.12105553054116,4.26652061062843,4.32306441882038,4.12022759048781,4.0848124687923,3.93815666819349,6.47739081601437,2.54527724159701,6.89616839058949,6.90754141683623,6.41362469670674,6.28966306120229,5.29693580354497,4.01929466474245,5.70478428266462,6.86198829323377,6.60158514598879,7.19069821175937,6.73239031458239,7.38917060989401,7.18480165946758
"SHC2 - mRNA",4.1918040008456,3.76837321281131,4.26418427134966,5.38554016707838,5.17207265704142,5.66126684431232,3.79087794280149,4.18269301250805,3.89216668639447,3.6736857632649,4.06839634578844,4.08358178296475,4.37354820049859,3.96095998056467,4.35004308026861,3.97624850884127,3.77485757206847,4.49965757519351,4.26652061062843,4.22995485585738,4.4115510524317,4.0848124687923,4.35933161449682,6.47739081601437,2.54527724159701,4.26985221203887,6.54497127736634,4.45440721921336,4.35155787445556,5.29693580354497,5.44404830977115,5.52790648209607,5.89000267703569,5.87576003914788,6.17277617365251,6.84786758418782,4.09524779768106,3.91156206901603
"CXorf36 - mRNA",3.98535323875698,4.17112698690101,4.26418427134966,3.22754347715212,3.62067906837731,4.87277105057906,3.610305676313,3.28005479309131,3.25200336261259,4.27149395447241,3.58216372449965,3.8611893616283,3.91440445965446,3.86055981959543,4.18957829155812,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.17783070977035,2.54527724159701,4.26985221203887,6.15265388162591,4.45440721921336,4.35155787445556,6.13823804557785,6.48152305342829,6.52790648209607,7.23395708415075,6.72990914497851,7.49470436053007,6.46935601729441,4.09524779768106,3.91156206901603
"CD45RO - mRNA",4.45483844615109,4.73055453280012,4.33093386776487,5.06361217572589,4.83765361449127,5.05719554687061,3.610305676313,4.22849664502114,3.25200336261259,3.68653145375125,3.58216372449965,4.03111425276485,3.91440445965446,3.86055981959543,4.49443289191161,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.47739081601437,2.54527724159701,4.26985221203887,6.40058137372345,6.2880937176994,4.35155787445556,4.71197339456788,5.44404830977115,5.70478428266462,7.84777441755922,8.12951665794446,8.08925294218297,6.60685947443669,4.09524779768106,3.91156206901603
"TNFRSF9 - mRNA",4.1918040008456,3.76837321281131,4.26418427134966,3.22754347715212,3.62067906837731,4.6612668728201,4.610305676313,4.51389886191003,3.89216668639447,4.85645650499427,4.56796744966197,4.40550972468467,4.40211740318902,5.10231568158339,4.8570030637483,4.92733888939512,5.18699299294614,5.49965760708044,4.80370053680574,4.68061641113247,4.73347913376107,4.45360199185513,4.55963032485813,7.17783070977035,6.36206246450432,6.89616839058949,3.93411062164778,6.2880937176994,6.2352151913558,4.61886400118568,4.01929466474245,5.95854086063391,6.99691787487019,6.76028280534835,6.9593726755284,7.05431846916995,4.09524779768106,3.91156206901603
"LILRB4 - mRNA",3.60684157906784,3.76837321281131,4.26418427134966,4.44212381225332,4.22098227086078,4.50080224422698,3.40385477158455,3.68792828464778,3.25200336261259,3.93445894360503,3.60273288809751,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.27726068968063,4.12022759048781,4.0848124687923,3.93815666819349,7.28474574501116,7.2551471728932,4.26985221203887,6.7376163282704,4.45440721921336,4.35155787445556,6.46686086207248,5.65555233211482,6.13362749295422,6.14375920963854,6.30460337936874,6.24316554630104,6.46935601729441,4.09524779768106,3.91156206901603
"KLRK1 - mRNA",3.60684157906784,4.17112698690101,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.06235335451556,6.36206246450432,4.26985221203887,6.40058137372345,4.45440721921336,6.11973794680552,5.66616971028183,5.95100825062212,6.21379796603665,6.35948791032928,6.12951665279282,6.46555806286544,6.84786758418782,4.09524779768106,3.91156206901603
"GZMH - mRNA",4.1918040008456,4.50816195749463,4.26418427134966,4.44212381225332,4.12144656968029,3.8336006574892,3.15322408847478,3.31595945458169,3.25200336261259,3.93445894360503,3.60273288809751,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.98054212766442,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.47739081601437,6.13966999639742,4.26985221203887,6.15265388162591,4.45440721921336,6.05833745175314,6.0339015224831,6.054101806311,6.36189653675834,5.64899462176469,5.63475190390678,5.60573563203428,6.95478275142539,4.09524779768106,3.91156206901603
"FASLG - mRNA",3.02725899348659,3.76837321281131,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.18957829155812,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.17783070977035,6.36206246450432,4.26985221203887,6.61208556663003,4.45440721921336,4.35155787445556,4.71197339456788,5.36604574990096,4.3416253841596,6.04754399428926,5.93020781862037,4.50542934588126,6.60685947443669,4.09524779768106,3.91156206901603
"IL17A - mRNA",4.3723762279125,3.92319939337445,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.80366422253074,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.86970839068429,6.55470747009866,4.26985221203887,6.32257887405545,4.45440721921336,4.35155787445556,5.17140496816718,5.36604574990096,5.86232549097623,4.41174369862063,5.69888223753912,5.43581075280117,6.46935601729441,4.09524779768106,3.91156206901603
"ICOS - mRNA",3.86987594542993,3.76837321281131,4.26418427134966,4.06361217572589,4.01453133388349,4.50080224422698,3.15322408847478,3.28005479309131,3.25200336261259,3.85645650499427,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.79931897890579,7.46159809946961,6.8372747055733,6.61208556663003,4.45440721921336,5.92709298445209,4.95990088193683,4.01929466474245,4.3416253841596,6.35948791032928,6.17532035786089,6.52327348229871,7.46935601729441,4.09524779768106,7.11080092615341
"KLRD1 - mRNA",3.98535323875698,3.76837321281131,4.26418427134966,4.44212381225332,4.70640904277187,4.58326435131623,3.15322408847478,3.28005479309131,3.25200336261259,3.93445894360503,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.47739081601437,6.72463240162888,7.05966726389232,6.54497127736634,4.45440721921336,6.28966306120229,5.56995431566748,6.10301128809736,6.64820078085254,5.99691788616535,6.2627830581985,6.60573563203428,6.60685947443669,4.09524779768106,3.91156206901603
"KLRB1 - mRNA",3.02725899348659,3.76837321281131,4.26418427134966,3.22754347715212,4.12144656968029,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.93682248616989,6.87663543914425,6.57424022908534,6.47458194406728,4.45440721921336,6.28966306120229,4.79943617429573,5.71968273797587,4.3416253841596,6.18956293304606,6.53287226510026,6.43581075280117,6.46935601729441,4.09524779768106,3.91156206901603
"CCL14 - mRNA",3.02725899348659,3.76837321281131,4.26418427134966,3.22754347715212,3.62067906837731,4.80565690161644,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.47739081601437,7.55470746242538,6.77587416529762,6.67621579183532,4.45440721921336,6.05833745175314,4.95990088193683,4.01929466474245,5.7592320420997,6.18956293304606,5.63475190390678,6.09877569009304,6.60685947443669,4.09524779768106,3.91156206901603
"CD244 - mRNA",3.02725899348659,3.76837321281131,4.26418427134966,3.22754347715212,3.62067906837731,4.32022998159229,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.79931897890579,6.36206246450432,4.26985221203887,3.93411062164778,4.45440721921336,4.35155787445556,3.87715075821664,4.01929466474245,4.3416253841596,4.41174369862063,4.42126935699206,4.50542934588126,3.22973526082972,4.09524779768106,3.91156206901603
"CNTFR - mRNA",3.74434497363767,4.17112698690101,4.26418427134966,3.22754347715212,4.01453133388349,4.6612668728201,3.16284679599449,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.47739080791864,6.36206246450432,6.64462977182308,3.93411062164778,4.45440721921336,4.35155787445556,5.66616971028183,5.2835836843638,6.09180741879068,4.41174369862063,4.42126935699206,4.50542934588126,3.22973526082972,4.09524779768106,3.91156206901603
"CES3 - mRNA",3.74434497363767,3.76837321281131,4.26418427134966,4.32664656717984,4.40155456201014,4.93690134518077,3.15322408847478,3.31595945458169,3.25200336261259,3.6736857632649,3.58216372449965,3.8611893616283,3.91440445965446,3.86055981959543,4.00247237281457,3.97624850884127,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.47739081601437,6.13966999639742,4.26985221203887,3.93411062164778,4.45440721921336,4.35155787445556,5.41241311694331,5.2835836843638,5.91123507161777,4.41174369862063,4.42126935699206,4.50542934588126,3.22973526082972,4.09524779768106,3.91156206901603
"CLECL1 - mRNA",4.60684151986029,4.92319944092372,4.26418427134966,4.20111573085002,4.12144656968029,4.41333946271721,3.15322408847478,3.28005479309131,3.25200336261259,4.00845954863861,3.66984712174103,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.16229480343875,6.47739081601437,6.55470747009866,4.26985221203887,3.93411062164778,4.45440721921336,4.35155787445556,5.99737556120658,4.01929466474245,6.36189653675834,4.41174369862063,4.42126935699206,4.50542934588126,3.22973526082972,4.09524779768106,3.91156206901603
"CST2 - mRNA",3.02725899348659,3.76837321281131,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.6736857632649,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,7.17783070977035,7.0141390064226,4.26985221203887,3.93411062164778,4.45440721921336,5.92709298445209,4.71197339456788,4.01929466474245,4.3416253841596,4.41174369862063,5.63475190390678,4.50542934588126,3.22973526082972,4.09524779768106,7.03279858695618
"ROBO4 - mRNA",3.98535323875698,3.76837321281131,4.26418427134966,3.22754347715212,4.22098227086078,3.8336006574892,3.15322408847478,3.28005479309131,3.25200336261259,3.77399421590636,3.60273288809751,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.97624850884127,3.92395855542951,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,4.05267037799628,6.79931897890579,6.36206246450432,4.26985221203887,6.24011670856184,4.45440721921336,4.35155787445556,5.29693580354497,5.83997694103187,5.91123507161777,5.77452547988911,5.87576003914788,4.50542934588126,3.22973526082972,4.09524779768106,7.2551908320093
"PIK3R5 - mRNA",4.28491346937859,4.31551696106526,4.26418427134966,3.22754347715212,3.62067906837731,3.8336006574892,3.40385477158455,3.39842165501467,3.25200336261259,4.00845954863861,4.38034046676106,4.36368966711918,4.15595683178816,3.86055981959543,4.27204051324531,4.74178326598839,4.23429866684342,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.35172245170807,4.35933161449682,6.79931897890579,7.13967000662845,4.26985221203887,3.93411062164778,6.41362469670674,6.17863172963434,5.75636748223293,5.78108331914206,6.52790648209607,6.09645362748722,6.56763769698669,6.78158554319976,3.22973526082972,4.09524779768106,3.91156206901603
"GHR - mRNA",4.86987589609031,4.92319944092372,4.26418427134966,3.22754347715212,4.56201914797858,4.6612668728201,4.16284671545057,3.47642407340266,3.25200336261259,3.6736857632649,4.11730606092727,4.03111425276485,3.93914531803982,3.86055981959543,4.00247237281457,4.02355424136128,4.03498986429794,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.38648775210155,3.93815666819349,6.47739081601437,6.55470747009866,4.26985221203887,3.93411062164778,6.78285847198025,6.44166612882918,6.06952531997279,6.28358366584438,6.32627271473232,4.41174369862063,5.69888223753912,5.43581075280117,3.22973526082972,4.09524779768106,3.91156206901603
"IL16 - mRNA",3.45483838036493,3.76837321281131,4.26418427134966,4.32664656717984,3.62067906837731,3.8336006574892,3.16284679599449,3.28005479309131,3.25200336261259,4.49388637580886,3.58216372449965,3.77884282319957,3.91440445965446,3.86055981959543,4.00247237281457,3.85844168851072,3.77485757206847,4.12105553054116,4.26652061062843,4.20372495845441,4.12022759048781,4.0848124687923,3.93815666819349,6.64731579047093,6.55470747009866,4.26985221203887,3.93411062164778,4.45440721921336,6.28966306120229,6.35582961296675,5.71968273797587,5.7592320420997,6.47496521019422,6.12951665279282,6.20840018434808,3.22973526082972,4.09524779768106,3.91156206901603
